,accuracy,loss,val_accuracy,val_loss
0,0.5997756123542786,1.4505244493484497,0.828808605670929,0.6080985069274902
1,0.8139865398406982,0.6515170931816101,0.8760002851486206,0.4427114427089691
2,0.856675386428833,0.5018172860145569,0.8964176177978516,0.3706076145172119
3,0.8795437812805176,0.41585561633110046,0.9004561901092529,0.3485122323036194
4,0.8966342806816101,0.357412189245224,0.9088325500488281,0.32116878032684326
5,0.908414363861084,0.31478625535964966,0.9105526804924011,0.30642664432525635
6,0.9148092865943909,0.28357261419296265,0.9184055328369141,0.28737524151802063
7,0.9211106896400452,0.25955918431282043,0.9170593023300171,0.2845710515975952
8,0.9273373484611511,0.23754148185253143,0.9216961860656738,0.2837821841239929
9,0.932685136795044,0.21936309337615967,0.9219953417778015,0.2801401913166046
