,accuracy,loss,val_accuracy,val_loss
0,0.6933994293212891,1.1059309244155884,0.862687885761261,0.4913581907749176
1,0.8420343995094299,0.5487087965011597,0.8916311264038086,0.3853440582752228
2,0.8810396194458008,0.4064808189868927,0.8988856673240662,0.3517886996269226
3,0.9042258858680725,0.31786078214645386,0.9050931334495544,0.3318600058555603
4,0.9210172295570374,0.25728657841682434,0.9124224185943604,0.31203359365463257
5,0.9351159334182739,0.20740361511707306,0.911001443862915,0.33921071887016296
6,0.9405198097229004,0.18230833113193512,0.9131702780723572,0.32741913199424744
7,0.9521503448486328,0.1464737355709076,0.9167601466178894,0.34087830781936646
8,0.9574607610702515,0.1285550445318222,0.9145912528038025,0.36893048882484436
9,0.9609386920928955,0.11510197073221207,0.9145912528038025,0.37734904885292053
