,accuracy,loss,val_accuracy,val_loss
0,0.6310770511627197,1.3289785385131836,0.8261162042617798,0.6177369952201843
1,0.7939603328704834,0.7216492295265198,0.8561065196990967,0.5048235058784485
2,0.8323298692703247,0.5828580856323242,0.8721860647201538,0.4491986632347107
3,0.85719895362854,0.488425076007843,0.8916311264038086,0.38770923018455505
4,0.8766641616821289,0.4203777313232422,0.8964924216270447,0.3623840808868408
5,0.889809250831604,0.3653593361377716,0.8967167735099792,0.3528960943222046
6,0.9008414149284363,0.3273037374019623,0.9037469029426575,0.3337210714817047
7,0.910845160484314,0.2910277247428894,0.9043452143669128,0.33836930990219116
8,0.919857919216156,0.25945964455604553,0.905317485332489,0.34363001585006714
9,0.9267576932907104,0.23260614275932312,0.9024755358695984,0.3594427704811096
10,0.933171272277832,0.20819222927093506,0.9071872234344482,0.34662413597106934
11,0.9391548037528992,0.19167476892471313,0.9079350829124451,0.3523126542568207
12,0.9434928894042969,0.17652389407157898,0.9050183296203613,0.3697817325592041
13,0.9464846849441528,0.16283072531223297,0.9077107310295105,0.37269797921180725
14,0.949999988079071,0.15350887179374695,0.909580409526825,0.3637676239013672
15,0.9534218311309814,0.1373482495546341,0.9110761880874634,0.37933453917503357
16,0.9558713436126709,0.13086672127246857,0.9066636562347412,0.39675211906433105
17,0.9571802616119385,0.12447433173656464,0.9059157967567444,0.4079650640487671
18,0.9606021046638489,0.11856091767549515,0.9072619676589966,0.4214359521865845
19,0.9603776931762695,0.11580392718315125,0.9071872234344482,0.4157576560974121
20,0.9632946848869324,0.1073560118675232,0.9093560576438904,0.40998202562332153
21,0.9665482640266418,0.09928594529628754,0.9062149524688721,0.4520469605922699
22,0.9654263257980347,0.10153471678495407,0.9084585905075073,0.43818286061286926
23,0.9673522710800171,0.09375695884227753,0.9050183296203613,0.4672638773918152
24,0.9678571224212646,0.09380844235420227,0.9045695662498474,0.4845782220363617
25,0.9691847562789917,0.08849044889211655,0.9074115753173828,0.46122023463249207
26,0.9711294174194336,0.0867183580994606,0.9097300171852112,0.46769681572914124
27,0.9713537693023682,0.083055280148983,0.9088325500488281,0.48480772972106934
28,0.9725691676139832,0.08200374990701675,0.9042704105377197,0.5146499872207642
29,0.9712041616439819,0.08265011757612228,0.9016528129577637,0.5285890698432922
